derived_msa_md,apps,approvals,approval_rate
24220,818,622,0.7603911980440098
13900,1909,1397,0.7317967522262965
22020,3128,2232,0.7135549872122762
33500,1236,808,0.6537216828478964
99999,3745,2154,0.5751668891855808
