derived_msa_md,apps,approvals,approval_rate
22220,14737,8146,0.5527583633032503
45500,551,300,0.5444646098003629
22900,3194,1736,0.54351909830933
26300,1445,774,0.5356401384083045
27860,2389,1237,0.5177898702385936
30780,15486,7770,0.5017435102673382
99999,14115,7025,0.49769748494509386
32820,754,292,0.38726790450928383
