cohort,female_mean,male_mean,gap_bps,t_stat,df_welch,ci95_low_bps,ci95_high_bps
Approved + valid rate_spread (winsorized 1%/99%),0.07030325776479059,0.08449518450749773,-1.419192674270714,-7.154642437284064,1235588.6738683356,-1.8079776716977154,-1.0304076768437125
