derived_msa_md,apps,approvals,approval_rate
29180,6334,3507,0.553678560151563
33740,2284,1247,0.5459719789842382
43340,5685,3086,0.5428320140721196
26380,2170,1172,0.5400921658986175
12940,13917,7470,0.5367536106919595
35380,10807,5759,0.5328953456093273
29340,2866,1520,0.5303558967201675
99999,5520,2918,0.5286231884057971
43640,4967,2624,0.5282866921683108
25220,2212,1134,0.5126582278481012
10780,1737,887,0.510650546919977
